# source: aznachrichten	NONE	NONE	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
# 1146850448067964928	1	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Der	der	NONE
2	#Unfall	#Unfall	NONE
3	war	sein	NONE
4	nicht	nicht	NONE
5	der	der	NONE
6	einzige	einzig	NONE
7	mit	mit	NONE
8	einer	ein	NONE
9	Straßenbahn	Straßenbahn	NONE
10	an	an	NONE
11	diesem	dies	B-DATE
12	Tag	Tag	I-DATE
13	.	.	NONE
NONE	NONE	NONE	NONE
# 1146850448067964928	2	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	#Mannheim	#Mannheim	B-GPE
2	https://t.co/2kL5ytsHXp	https://t.co/2kL5ytsHXp	B-URL
NONE	NONE	NONE	NONE
# 1146822316845916161	1	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Am	am	NONE
2	Mannheimer	Mannheimer	B-ORG
3	#Landgericht	#Landgericht	I-ORG
4	muss	müssen	NONE
5	sich	er|es|sie	NONE
6	eine	ein	NONE
7	Prostituierte	Prostituierte	NONE
8	wegen	wegen	NONE
9	Raubes	Raub	NONE
10	verantworten	verantworten	NONE
11	.	.	NONE
NONE	NONE	NONE	NONE
# 1146822316845916161	1	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Sie	Sie|sie	NONE
2	soll	sollen	NONE
3	ihren	ihr	NONE
4	Freier	Freier	NONE
5	mit	mit	NONE
6	Schlaftabletten	Schlaftablette	NONE
7	betäubt	betäuben	NONE
8	und	und	NONE
9	ihm	er	NONE
10	dann	dann	B-TIME
11	Bargeld	Bargeld	NONE
12	gestohlen	stehlen	NONE
13	haben	haben	NONE
14	.	.	NONE
NONE	NONE	NONE	NONE
# 1146822316845916161	2	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	#Mannheim	#Mannheim	B-GPE
2	#Prozess	#Prozeß	NONE
3	https://t.co/WUgiXaFWoE	https://t.co/WUgiXaFWoE	B-URL
NONE	NONE	NONE	NONE
# 1146806500981166082	1	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Vor	vor	NONE
2	dem	der	NONE
3	Darmstädter	Darmstädter	B-ORG
4	Landgericht	Landgericht	I-ORG
5	beginnt	beginnen	NONE
6	am	am	NONE
7	18	18	B-DATE
8	Juli	Juli	I-DATE
9	der	der	NONE
10	Prozess	Prozeß	NONE
11	gegen	gegen	NONE
12	einen	ein	NONE
13	18-Jährigen	18-Jährige	B-AGE
14	.	.	NONE
NONE	NONE	NONE	NONE
# 1146806500981166082	1	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Der	der	NONE
2	junge	jung	NONE
3	Mann	Mann	NONE
4	soll	sollen	NONE
5	auf	auf	NONE
6	der	der	NONE
7	Flucht	Flucht	NONE
8	vor	vor	NONE
9	der	der	NONE
10	Polizei	Polizei	NONE
11	einen	ein	NONE
12	Unfall	Unfall	NONE
13	am	am	NONE
14	""""	""""	NONE
15	#Fuchsbuckel	#Fuchsbuckel	B-LOC
16	""""	""""	NONE
17	verursacht	verursachen	NONE
18	haben	haben	NONE
19	,	,	NONE
20	bei	bei	NONE
21	dem	der	NONE
22	eine	ein	NONE
23	Frau	Frau	NONE
24	starb	sterben	NONE
25	.	.	NONE
NONE	NONE	NONE	NONE
# 1146806500981166082	2	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	#Heppenheim	#Heppenheim	B-GPE
2	#Darmstadt	#Darmstadt	B-GPE
3	https://t.co/IwFcPgU5BB	https://t.co/IwFcPgU5BB	B-URL
NONE	NONE	NONE	NONE
# 1146783516425883648	1	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Trotz	trotz	NONE
2	Reanimationsversuchen	Reanimationsversuchen	NONE
3	des	der	NONE
4	Rettungsdienstes	Rettungsdienst	NONE
5	erlag	erliegen	NONE
6	die	der	NONE
7	Frau	Frau	NONE
8	noch	noch	NONE
9	am	am	NONE
10	Unfallort	Unfallort	NONE
11	ihren	ihr	NONE
12	Verletzungen	Verletzung	NONE
13	.	.	NONE
NONE	NONE	NONE	NONE
# 1146783516425883648	2	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	#Ketsch	#Ketsch	B-GPE
2	#Blaulicht	#Blaulicht	NONE
3	https://t.co/Q5m2vBUblV	https://t.co/Q5m2vBUblV	B-URL
NONE	NONE	NONE	NONE
# 1146771728946946049	1	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Bereit	bereit	NONE
2	zum	zum	NONE
3	Abschleppen	Abschleppe	NONE
4	war	sein	NONE
5	ein	ein	NONE
6	BMW	BMW	B-PRODUCT
7	eines	ein	NONE
8	26-Jährigen	26-Jährige	B-AGE
9	,	,	NONE
10	der	der	NONE
11	die	der	NONE
12	Kontrolle	Kontrolle	NONE
13	über	über	NONE
14	sein	sein	NONE
15	Gefährt	Gefährt	NONE
16	bei	bei	NONE
17	einem	ein	NONE
18	illegalen	illegal	NONE
19	Autorennen	Autorennen	NONE
20	verloren	verlieren	NONE
21	hatte	haben	NONE
22	.	.	NONE
NONE	NONE	NONE	NONE
# 1146771728946946049	1	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Das	der	NONE
2	Rennen	Rennen	NONE
3	wurde	werden	NONE
4	durch	durch	NONE
5	die	der	NONE
6	Videoüberwachung	Videoüberwachung	NONE
7	am	am	NONE
8	Alten	alt	B-LOC
9	Meßplatz	Meßplatz	I-LOC
10	aufgezeichnet	aufzeichnen	NONE
11	.	.	NONE
NONE	NONE	NONE	NONE
# 1146771728946946049	2	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	#Mannheim	#Mannheim	B-GPE
2	#Blaulicht	#Blaulicht	NONE
3	https://t.co/7cIUNY7WMC	https://t.co/7cIUNY7WMC	B-URL
NONE	NONE	NONE	NONE
# 1146750118512795648	1	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Für	für	NONE
2	ihren	ihr	NONE
3	Kampf	Kampf	NONE
4	gegen	gegen	NONE
5	Stechmücken	Stechmücke	NONE
6	erhalten	erhalten	NONE
7	die	der	NONE
8	Schnakenjäger	Schnakenjäger	NONE
9	am	ommen	NONE
10	Rhein	Rhein	B-LOC
11	einen	ein	NONE
12	dritten	dritt	B-ORDINAL
13	Hubschrauber	Hubschrauber	NONE
14	.	.	NONE
NONE	NONE	NONE	NONE
# 1146750118512795648	1	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Dieser	dies	NONE
2	soll	sollen	NONE
3	jedoch	jedoch	NONE
4	erst	erst	NONE
5	in	in	NONE
6	frühestens	frühestens	NONE
7	sechs	sechs	B-DUR
8	Wochen	Woche	I-DUR
9	einsatzbereit	einsatzbereit	NONE
10	sein	sein	NONE
11	.	.	NONE
NONE	NONE	NONE	NONE
# 1146750118512795648	2	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	#Schnakenplage	#Schnakenplage	NONE
2	https://t.co/rPVRH3wAh6	https://t.co/rPVRH3wAh6	B-URL
NONE	NONE	NONE	NONE
# 1146733876473139201	1	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Ein	ein	NONE
2	einem	ein	NONE
3	Wohnhaus	Wohnhaus	NONE
4	in	in	NONE
5	der	der	NONE
6	Mannheimer	Mannheimer	B-NRP
7	Waldhofstraße	Waldhofstraße	B-FAC
8	ist	sein	NONE
9	ein	ein	NONE
10	#Brandausgebrochen	#Brandausgebrochen	NONE
11	.	.	NONE
NONE	NONE	NONE	NONE
# 1146733876473139201	1	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Es	es	NONE
2	kommt	kommen	NONE
3	zu	zu	NONE
4	starker	stark	NONE
5	Rauchentwicklung	Rauchentwicklung	NONE
6	.	.	NONE
NONE	NONE	NONE	NONE
# 1146733876473139201	2	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	#Mannheim	#Mannheim	B-GPE
2	#Blaulicht	#Blaulicht	NONE
3	https://t.co/XdkbfkVEIk	https://t.co/XdkbfkVEIk	B-URL
NONE	NONE	NONE	NONE
# 1146706443103604736	1	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Autoliebhaber	Autoliebhaber	NONE
2	sollten	sollen	NONE
3	sich	er|es|sie	NONE
4	den	der	NONE
5	12	12	B-DATE
6	und	und	NONE
7	13	13	B-DATE
8	Juli	Juli	I-DATE
9	rot	rot	NONE
10	im	im	NONE
11	Kalender	Kalender	NONE
12	anstreichen	anstreichen	NONE
13	.	.	NONE
NONE	NONE	NONE	NONE
# 1146706443103604736	1	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Denn	denn	NONE
2	zur	zur	NONE
3	mittlerweile	mittlerweile	NONE
4	25	25	B-ORDINAL
5	Auflage	Auflage	NONE
6	der	der	NONE
7	Oldtimer-Tour	Oldtimer-Tour	B-EVT
8	ADAC	ADAC	I-EVT
9	Heidelberg	Heidelberg	I-EVT
10	Historic	Historic	I-EVT
11	rollen	rollen	NONE
12	an	an	NONE
13	diesen	dies	B-DATE
14	beiden	beide	I-DATE
15	Tagen	Tag	I-DATE
16	fast	fast	NONE
17	200	200	B-CARDINAL
18	#Oldtimer	#Oldtimer	NONE
19	durch	durch	NONE
20	Nordbaden	Nordbaden	B-LOC
21	.	.	NONE
NONE	NONE	NONE	NONE
# 1146706443103604736	2	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	#Heidelberg	#Heidelberg	B-GPE
2	https://t.co/Ir4QntFxdl	https://t.co/Ir4QntFxdl	B-URL
NONE	NONE	NONE	NONE
# 1146685508636086273	1	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Im	Im	NONE
2	Falkenhorst	Falkenhorst	NONE
3	an	an	NONE
4	der	der	NONE
5	Fassade	Fassade	NONE
6	des	der	NONE
7	Gemeinschafts-Müllheizkraftwerks	Gemeinschafts-Müllheizkraftwerk	NONE
8	#Ludwigshafen	#Ludwigshafen	B-GPE
9	geht	gehen	NONE
10	es	es	NONE
11	derzeit	derzeit	B-TIME
12	turbulent	turbulent	NONE
13	zu	zu	NONE
14	.	.	NONE
NONE	NONE	NONE	NONE
# 1146685508636086273	1	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	In	in	NONE
2	den	der	NONE
3	vergangenen	vergangen	B-DATE
4	Wochen	Woche	I-DATE
5	ist	sein	NONE
6	dort	dort	NONE
7	Nachwuchs	Nachwuchs	NONE
8	geschlüpft	schlüpfen	NONE
9	.	.	NONE
NONE	NONE	NONE	NONE
# 1146685508636086273	2	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	https://t.co/lgpJNGpO2S	https://t.co/lgpJNGpO2S	B-URL
NONE	NONE	NONE	NONE
# 1146670435272155137	1	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	In	in	NONE
2	unserer	unser	NONE
3	Serie	Serie	NONE
4	stellen	stellen	NONE
5	wir	wir	NONE
6	die	der	NONE
7	neuen	neu	NONE
8	Gemeinderäte	Gemeinderat	NONE
9	in	in	NONE
10	#Mannheim	#Mannheim	B-GPE
11	vor	vor	NONE
12	:	:	NONE
13	Der	der	NONE
14	Sozialdemokratin	Sozialdemokratin	NONE
15	Isabel	Isabel	B-PER
16	Cademartori	Cademartori	I-PER
17	liegt	liegen	NONE
18	vor	vor	NONE
19	allem	alle	NONE
20	die	der	NONE
21	Innenstadt	Innenstadt	NONE
22	am	am	NONE
23	Herzen	Herz	NONE
24	.	.	NONE
NONE	NONE	NONE	NONE
# 1146670435272155137	2	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	https://t.co/hD626zjDDE	https://t.co/hD626zjDDE	B-URL
NONE	NONE	NONE	NONE
# 1146655544989626369	1	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Hell	hell	NONE
2	schmetternde	schmetternd	NONE
3	Trompeten	Trompete|Trompeten	NONE
4	,	,	NONE
5	mächtige	mächtig	NONE
6	Hörnerklänge	Hörnerklänge	NONE
7	und	und	NONE
8	gewaltige	gewaltig	NONE
9	Posaunen	Posaune	NONE
10	–	–	NONE
11	dazu	dazu	NONE
12	knallt	knallen	NONE
13	,	,	NONE
14	kracht	krachen	NONE
15	,	,	NONE
16	knistert	knistern	NONE
17	es	es	NONE
18	:	:	NONE
19	Den	der	NONE
20	„	„	NONE
21	Walkürenritt	Walkürenritt	NONE
22	“	“	NONE
23	von	von	NONE
24	Richard	Richard	B-PER
25	Wagner	Wagner	I-PER
26	mit	mit	NONE
27	dazu	dazu	NONE
28	passendem	passend	NONE
29	Feuerwerk	Feuerwerk	NONE
30	kann	können	NONE
31	man	man	NONE
32	am	am	NONE
33	Samstag	Samstag	B-DATE
34	,	,	I-DATE
35	20	20	I-DATE
36	Juli	Juli	I-DATE
37	im	im	NONE
38	Ehrenhof	Ehrenhof	B-LOC
39	erleben	erleben	NONE
40	.	.	NONE
NONE	NONE	NONE	NONE
# 1146655544989626369	2	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	#Mannheim	#Mannheim	B-GPE
2	#NTM	#NTM	B-FAC
3	https://t.co/MFmrt1VsNs	https://t.co/MFmrt1VsNs	B-URL
NONE	NONE	NONE	NONE
# 1146638374540926976	1	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Bei	bei	NONE
2	Facebook	Facebook	B-ORG
3	,	,	NONE
4	Instagram	Instagram	B-ORG
5	und	und	NONE
6	Whatsapp	Whatsapp	B-ORG
7	ist	sein	NONE
8	es	es	NONE
9	in	in	NONE
10	der	der	NONE
11	Nacht	Nacht	B-TIME
12	auf	auf	I-TIME
13	Donnerstag	Donnerstag	I-TIME
14	weltweit	weltweit	NONE
15	zu	zu	NONE
16	#Störungen	#Störung	NONE
17	gekommen	kommen	NONE
18	.	.	NONE
NONE	NONE	NONE	NONE
# 1146638374540926976	2	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	#instagramdown	#instagramdown	NONE
2	https://t.co/vKWsbModM3	https://t.co/vKWsbModM3	B-URL
NONE	NONE	NONE	NONE
# 1146508129498275840	1	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Drittliga-Neuling	Drittliga-Neuling	NONE
2	@svw07	@svw07	B-ORG
3	startet	starten	NONE
4	am	am	NONE
5	21	21	B-DATE
6	Juli	Juli	I-DATE
7	beim	beim	NONE
8	Mitaufsteiger	Mitaufsteiger	NONE
9	Chemnitz	Chemnitz	B-ORG
10	.	.	NONE
NONE	NONE	NONE	NONE
# 1146508129498275840	1	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Das	der	NONE
2	mit	mit	NONE
3	Spannung	Spannung	NONE
4	erwartete	erwarten	NONE
5	Derby	Derby	NONE
6	in	in	NONE
7	Kaiserslautern	Kaiserslautern	B-GPE
8	steigt	steigen	NONE
9	bereits	bereits	NONE
10	am	am	NONE
11	siebten	siebt	B-DATE
12	Spieltag	Spieltag	I-DATE
13	.	.	NONE
NONE	NONE	NONE	NONE
# 1146508129498275840	2	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	#Mannheim	#Mannheim	B-GPE
2	#Fußball	#Fußball	NONE
3	#SVW07	#SVW07	B-ORG
4	https://t.co/JuA1FCsYAE	https://t.co/JuA1FCsYAE	B-URL
NONE	NONE	NONE	NONE
# 1146502887041884160	1	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Der	der	NONE
2	Heidelberger	Heidelberger	B-NRP
3	Unternehmer	Unternehmer	NONE
4	Peter	Peter	B-PER
5	Glaese	Glaese	I-PER
6	startet	starten	NONE
7	am	am	NONE
8	Sonntag	Sonntag	B-DATE
9	beim	beim	NONE
10	15	15	B-EVT
11	Internationalen	international	I-EVT
12	#Rollstuhlmarathon	#Rollstuhlmarathon	I-EVT
13	in	in	NONE
14	#Heidelberg	#Heidelberg	B-GPE
15	.	.	NONE
NONE	NONE	NONE	NONE
# 1146502887041884160	1	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Im	Im	NONE
2	#Interview	#Interview	NONE
3	schildert	schildern	NONE
4	er	er	NONE
5	,	,	NONE
6	was	was	NONE
7	ihn	er	NONE
8	an	an	NONE
9	der	der	NONE
10	Sportart	Sportart	NONE
11	fasziniert	faszinieren	NONE
12	und	und	NONE
13	wie	wie	NONE
14	sie	sie	NONE
15	sich	er|es|sie	NONE
16	verändert	verändern	NONE
17	hat	haben	NONE
18	.	.	NONE
NONE	NONE	NONE	NONE
# 1146502887041884160	2	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	https://t.co/JBJUev7Xy4	https://t.co/JBJUev7Xy4	B-URL
NONE	NONE	NONE	NONE
# 1146485508694073345	1	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	In	in	NONE
2	einem	ein	NONE
3	halben	halb	B-DUR
4	Jahr	Jahr	I-DUR
5	soll	sollen	NONE
6	alles	alle	NONE
7	fertig	fertig	NONE
8	sein	sein	NONE
9	.	.	NONE
NONE	NONE	NONE	NONE
# 1146485508694073345	1	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Jetzt	jetzt	B-TIME
2	wurde	werden	NONE
3	auf	auf	NONE
4	dem	der	NONE
5	ehemaligen	ehemalig	NONE
6	US-Soldaten-Gelände	US-Soldaten-Geland	NONE
7	Richtfest	Richtfest	NONE
8	gefeiert	feiern	NONE
9	.	.	NONE
NONE	NONE	NONE	NONE
# 1146485508694073345	1	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Für	für	NONE
2	rund	rund	NONE
3	13	13	B-MON
4	Millionen	Million	I-MON
5	entsteht	entstehen	NONE
6	auf	auf	NONE
7	#Franklin	#Franklin	B-LOC
8	ein	ein	NONE
9	Gesundheitszentrum	Gesundheitszentrum	NONE
10	mit	mit	NONE
11	orthopädischer	orthopädisch	NONE
12	Klinik	Klinik	NONE
13	.	.	NONE
NONE	NONE	NONE	NONE
# 1146485508694073345	2	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	#Mannheim	#Mannheim	B-GPE
2	#Konversion	#Konversion	NONE
3	https://t.co/0nSyfXwL4x	https://t.co/0nSyfXwL4x	B-URL
NONE	NONE	NONE	NONE
# 1146472151345770496	1	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Adler-Verteidiger	Adler-Verteidiger	B-TITLE
2	Moritz	Moritz	B-PER
3	Seider	Seider	I-PER
4	ist	sein	NONE
5	nach	nach	NONE
6	einer	ein	NONE
7	aufregenden	aufregend	NONE
8	Woche	Woche	B-DUR
9	in	in	NONE
10	Vancouver	Vancouver	B-GPE
11	und	und	NONE
12	Detroit	Detroit	B-GPE
13	zurück	zurück	NONE
14	in	in	NONE
15	Mannheim	Mannheim	B-GPE
16	und	und	NONE
17	schildert	schildern	NONE
18	seine	sein	NONE
19	Eindrücke	Eindruck	NONE
20	vom	vom	NONE
21	Draft	Draft	NONE
22	und	und	NONE
23	dem	der	NONE
24	Sichtungs-Camp	Sichtungs-Camp	NONE
25	bei	bei	NONE
26	den	der	NONE
27	Red	Red	B-ORG
28	Wings	Wings	I-ORG
29	.	.	NONE
30	#Mannheim	#Mannheim	B-GPE
31	#Eishockey	#Eishockey	NONE
32	@adlermannheim	@adlermannheim	B-ORG
NONE	NONE	NONE	NONE
# 1146472151345770496	2	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	https://t.co/aM96w0ndcf	https://t.co/aM96w0ndcf	B-URL
NONE	NONE	NONE	NONE
# 1146461387243368448	1	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Ein	ein	NONE
2	Lastwagen	Lastwage	NONE
3	ist	sein	NONE
4	in	in	NONE
5	#Mannheim	#Mannheim	B-GPE
6	mit	mit	NONE
7	einer	ein	NONE
8	Straßenbahn	Straßenbahn	NONE
9	zusammengestoßen	zusammengestoßen	NONE
10	,	,	NONE
11	der	der	NONE
12	Zug	Zug	NONE
13	entgleiste	entgleisen	NONE
14	daraufhin	daraufhin	NONE
15	.	.	NONE
NONE	NONE	NONE	NONE
# 1146461387243368448	1	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Neun	neun	B-CARDINAL
2	Menschen	Mensch	NONE
3	wurden	werden	NONE
4	bei	bei	NONE
5	dem	der	NONE
6	Unfall	Unfall	NONE
7	am	am	NONE
8	Mittwoch	Mittwoch	B-DATE
9	verletzt	verletzen	NONE
10	,	,	NONE
11	darunter	darunter	NONE
12	der	der	NONE
13	Lkw-Fahrer	Lkw-Fahrer	NONE
14	und	und	NONE
15	ein	ein	NONE
16	Fahrgast	Fahrgast	NONE
17	schwer	schwer	NONE
18	.	.	NONE
NONE	NONE	NONE	NONE
# 1146461387243368448	2	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	https://t.co/x9G1Yyx3AU	https://t.co/x9G1Yyx3AU	B-URL
NONE	NONE	NONE	NONE
# 1146461112210198532	1	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Die	der	NONE
2	Stadt	Stadt	B-GPE
3	#Mannheim	#Mannheim	I-GPE
4	will	wollen	NONE
5	den	der	NONE
6	leer	leer	NONE
7	stehenden	stehend	NONE
8	Biergarten	Biergarten	NONE
9	am	am	NONE
10	Neckar	Neckar	B-LOC
11	auflösen	auflösen	NONE
12	.	.	NONE
NONE	NONE	NONE	NONE
# 1146461112210198532	1	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Bewohner	Bewohner	NONE
2	kritisieren	kritisieren	NONE
3	seit	seit	NONE
4	längerem	länger	NONE
5	den	der	NONE
6	Anblick	Anblick	NONE
7	der	der	NONE
8	maroden	marod	NONE
9	Anlage	Anlage	NONE
10	,	,	NONE
11	die	der	NONE
12	aus	aus	NONE
13	drei	drei	B-CARDINAL
14	restaurierten	restaurieren	NONE
15	,	,	NONE
16	aber	aber	NONE
17	beschädigten	beschädigt	NONE
18	Eisenbahnwaggons	Eisenbahnwaggon	NONE
19	besteht	bestehen	NONE
20	.	.	NONE
NONE	NONE	NONE	NONE
# 1146461112210198532	2	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	https://t.co/Jrannz9G5f	https://t.co/Jrannz9G5f	B-URL
NONE	NONE	NONE	NONE
# 1146460500026449920	1	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Ein	ein	NONE
2	Jahr	Jahr	B-DUR
3	lang	lang	NONE
4	soll	sollen	NONE
5	ein	ein	NONE
6	Heidelberger	Heidelberge	B-NRP
7	seine	sein	NONE
8	Geldgeber	Geldgeber	NONE
9	hingehalten	hingehalten	NONE
10	haben	haben	NONE
11	,	,	NONE
12	dann	dann	B-TIME
13	schaltete	schalten	NONE
14	die	der	NONE
15	Familie	Familie	NONE
16	ein	ein	NONE
17	Inkassobüro	Inkassobüro	NONE
18	ein	ein	NONE
19	.	.	NONE
NONE	NONE	NONE	NONE
# 1146460500026449920	1	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Bis	bis	NONE
2	heute	heute	B-DATE
3	haben	haben	NONE
4	die	der	NONE
5	Opfer	Opfer	NONE
6	keinen	kein	B-MON
7	Euro	Euro	I-MON
8	wiederbekommen	wiederbekommen	NONE
9	.	.	NONE
NONE	NONE	NONE	NONE
# 1146460500026449920	1	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
# sent_id = 1	NONE	NONE	NONE
1	Jetzt	jetzt	B-TIME
2	hat	haben	NONE
3	der	der	NONE
4	#Prozess	#Prozeß	NONE
5	begonnen	beginnen	NONE
6	.	.	NONE
NONE	NONE	NONE	NONE
# 1146460500026449920	2	mannheimermorgen	NONE
# newdoc	NONE	NONE	NONE
# newpar	NONE	NONE	NONE
